Category,Customer ID,Order Date,Order ID,Product ID,Product Name,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Discount,Profit,Quantity,Sales
Technology,LW-16825,01/07/18,CA-2018-160773,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Corporate,05/07/18,Standard Class,Shipped Early,Florida,Phones,20.00%,$72,2,$576
Office Supplies,LW-16825,01/07/18,CA-2018-160773,OFF-BI-10000546,Avery Durable Binders,Corporate,05/07/18,Standard Class,Shipped Early,Florida,Binders,70.00%,-$4,6,$5
Office Supplies,MC-17575,03/02/21,CA-2021-167703,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Consumer,08/02/21,Standard Class,Shipped Early,Ohio,Binders,70.00%,-$4,3,$5
Office Supplies,MC-17575,03/02/21,CA-2021-167703,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Consumer,08/02/21,Standard Class,Shipped Early,Ohio,Storage,20.00%,$36,2,$286
Office Supplies,LP-17095,03/03/21,CA-2021-121804,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Consumer,08/03/21,Standard Class,Shipped Early,Kentucky,Appliances,0.00%,$20,5,$73
Office Supplies,EB-14170,09/10/21,CA-2021-162635,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Consumer,10/10/21,First Class,Shipped On Time,North Carolina,Paper,20.00%,$4,4,$11
Office Supplies,GZ-14545,28/09/18,CA-2018-107153,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Corporate,03/10/18,Standard Class,Shipped Early,Massachusetts,Storage,0.00%,$12,3,$46
Office Supplies,LE-16810,27/05/18,US-2018-117058,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Consumer,30/05/18,First Class,Shipped Late,Illinois,Binders,80.00%,-$31,6,$17
Furniture,AD-10180,14/06/19,CA-2019-120439,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Home Office,18/06/19,Standard Class,Shipped Early,Pennsylvania,Furnishings,20.00%,$5,6,$51
Office Supplies,CP-12085,30/03/20,CA-2020-128258,OFF-PA-10004156,Xerox 188,Corporate,01/04/20,First Class,Shipped Late,Connecticut,Paper,0.00%,$6,1,$11
Office Supplies,FG-14260,15/10/21,CA-2021-106033,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Home Office,18/10/21,Second Class,Shipped On Time,California,Art,0.00%,$26,4,$88
Furniture,LD-17005,23/05/20,CA-2020-142762,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Consumer,27/05/20,Standard Class,Shipped Early,California,Furnishings,0.00%,$16,3,$37
Technology,AB-10255,02/06/21,CA-2021-127705,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Home Office,06/06/21,Standard Class,Shipped Early,Ohio,Phones,40.00%,-$1,1,$3
Office Supplies,AB-10255,02/06/21,CA-2021-127705,OFF-ST-10004507,Advantus Rolling Storage Box,Home Office,06/06/21,Standard Class,Shipped Early,Ohio,Storage,20.00%,$2,2,$27
Office Supplies,MN-17935,16/02/18,CA-2018-122567,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Consumer,21/02/18,Standard Class,Shipped Early,Texas,Binders,80.00%,-$2,3,$1
Office Supplies,MN-17935,16/02/18,CA-2018-122567,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,21/02/18,Standard Class,Shipped Early,Texas,Appliances,80.00%,-$14,2,$8
Office Supplies,HP-14815,06/05/18,CA-2018-121664,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Home Office,10/05/18,Standard Class,Shipped Early,California,Binders,20.00%,$53,8,$141
Office Supplies,JR-15670,16/05/20,CA-2020-122133,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Consumer,23/05/20,Standard Class,Shipped Late,Connecticut,Storage,0.00%,$0,4,$553
Furniture,JF-15190,02/04/21,US-2021-123281,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Consumer,07/04/21,Standard Class,Shipped Early,California,Furnishings,0.00%,$7,3,$25
Furniture,CM-12115,31/03/21,CA-2021-100524,FUR-FU-10004018,Tensor Computer Mounted Lamp,Consumer,02/04/21,Second Class,Shipped Early,New York,Furnishings,0.00%,$8,2,$30
Technology,CM-12115,31/03/21,CA-2021-100524,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Consumer,02/04/21,Second Class,Shipped Early,New York,Phones,0.00%,$176,3,$678
Office Supplies,CM-12115,31/03/21,CA-2021-100524,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Consumer,02/04/21,Second Class,Shipped Early,New York,Paper,0.00%,$36,8,$75
Technology,AS-10045,02/01/21,CA-2021-113481,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Corporate,04/01/21,First Class,Shipped Late,North Carolina,Machines,50.00%,-$28,2,$696
Office Supplies,AS-10045,02/01/21,CA-2021-113481,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Corporate,04/01/21,First Class,Shipped Late,North Carolina,Binders,70.00%,-$13,5,$16
Office Supplies,AS-10045,02/01/21,CA-2021-113481,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Corporate,04/01/21,First Class,Shipped Late,North Carolina,Binders,70.00%,-$21,6,$29
Office Supplies,KB-16315,28/05/19,CA-2019-131758,OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Consumer,01/06/19,Standard Class,Shipped Early,New York,Art,0.00%,$14,3,$48
Office Supplies,KB-16315,28/05/19,CA-2019-131758,OFF-LA-10000262,Avery 494,Consumer,01/06/19,Standard Class,Shipped Early,New York,Labels,0.00%,$6,5,$13
Office Supplies,BN-11515,17/03/18,CA-2018-118339,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Consumer,24/03/18,Standard Class,Shipped Late,Minnesota,Appliances,0.00%,$37,2,$94
Office Supplies,BN-11515,17/03/18,CA-2018-118339,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Consumer,24/03/18,Standard Class,Shipped Late,Minnesota,Paper,0.00%,$24,7,$47
Office Supplies,BN-11515,17/03/18,CA-2018-118339,OFF-AR-10003829,Newell 35,Consumer,24/03/18,Standard Class,Shipped Late,Minnesota,Art,0.00%,$6,6,$20
Office Supplies,BN-11515,17/03/18,CA-2018-118339,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Consumer,24/03/18,Standard Class,Shipped Late,Minnesota,Binders,0.00%,$25,10,$53
Office Supplies,BN-11515,17/03/18,CA-2018-118339,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Consumer,24/03/18,Standard Class,Shipped Late,Minnesota,Binders,0.00%,$17,6,$36
Furniture,BP-11290,03/10/18,CA-2018-153976,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Consumer,08/10/18,Second Class,Shipped Late,Illinois,Chairs,30.00%,-$70,3,$258
Office Supplies,AS-10045,28/03/20,CA-2020-162901,OFF-ST-10000649,Hanging Personal Folder File,Corporate,31/03/20,First Class,Shipped Late,Virginia,Storage,0.00%,$8,2,$31
Technology,LW-16990,04/05/21,CA-2021-162978,TEC-PH-10003092,Motorola L804,Corporate,09/05/21,Standard Class,Shipped Early,California,Phones,20.00%,$21,5,$184
Office Supplies,LW-16990,04/05/21,CA-2021-162978,OFF-PA-10002250,Things To Do Today Pad,Corporate,09/05/21,Standard Class,Shipped Early,California,Paper,0.00%,$8,3,$18
Furniture,LW-16990,04/05/21,CA-2021-162978,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Corporate,09/05/21,Standard Class,Shipped Early,California,Tables,20.00%,$11,1,$301
Office Supplies,DC-12850,05/07/18,US-2018-160444,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Consumer,05/07/18,Same Day,Shipped On Time,Texas,Storage,20.00%,-$44,3,$221
Office Supplies,DC-12850,05/07/18,US-2018-160444,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,05/07/18,Same Day,Shipped On Time,Texas,Storage,20.00%,-$35,11,$281
Office Supplies,ND-18370,05/05/20,CA-2020-145247,OFF-PA-10003641,Xerox 1909,Consumer,07/05/20,First Class,Shipped Late,Kentucky,Paper,0.00%,$36,3,$79
Furniture,LB-16735,26/04/21,CA-2021-160045,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Consumer,27/04/21,First Class,Shipped On Time,Texas,Furnishings,60.00%,-$1,1,$2
Furniture,KT-16465,26/09/18,US-2018-151925,FUR-CH-10002961,"Leather Task Chair, Black",Consumer,01/10/18,Second Class,Shipped Late,California,Chairs,20.00%,$0,2,$146
Office Supplies,HM-14860,19/10/21,CA-2021-125199,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Corporate,25/10/21,Standard Class,Shipped On Time,Pennsylvania,Art,20.00%,$9,7,$123
Office Supplies,HM-14860,19/10/21,CA-2021-125199,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,25/10/21,Standard Class,Shipped On Time,Pennsylvania,Paper,20.00%,$7,4,$24
Technology,HM-14860,19/10/21,CA-2021-125199,TEC-PH-10001336,Digium D40 VoIP phone,Corporate,25/10/21,Standard Class,Shipped On Time,Pennsylvania,Phones,40.00%,-$57,4,$310
Office Supplies,AB-10600,10/11/21,US-2021-155425,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Corporate,11/11/21,First Class,Shipped On Time,Arizona,Binders,70.00%,-$26,14,$38
Technology,AB-10600,10/11/21,US-2021-155425,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Corporate,11/11/21,First Class,Shipped On Time,Arizona,Machines,70.00%,-$64,2,$96
Technology,AB-10600,10/11/21,US-2021-155425,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Corporate,11/11/21,First Class,Shipped On Time,Arizona,Accessories,20.00%,-$36,6,$240
Technology,AB-10600,10/11/21,US-2021-155425,TEC-PH-10002563,Adtran 1202752G1,Corporate,11/11/21,First Class,Shipped On Time,Arizona,Phones,20.00%,$15,2,$202
Furniture,AB-10600,10/11/21,US-2021-155425,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Corporate,11/11/21,First Class,Shipped On Time,Arizona,Chairs,20.00%,-$146,4,$899
Furniture,SZ-20035,08/07/21,CA-2021-133249,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Home Office,11/07/21,First Class,Shipped Late,California,Furnishings,0.00%,$63,5,$146
Furniture,JR-15670,24/12/19,US-2019-103471,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Consumer,28/12/19,Standard Class,Shipped Early,Colorado,Bookcases,70.00%,-$787,7,$590
Office Supplies,JR-15670,24/12/19,US-2019-103471,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Consumer,28/12/19,Standard Class,Shipped Early,Colorado,Art,20.00%,$2,3,$14
Technology,MG-17890,07/03/21,CA-2021-136672,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Home Office,12/03/21,Standard Class,Shipped Early,Maryland,Accessories,0.00%,$5,3,$49
Office Supplies,KM-16720,01/04/18,US-2018-157021,OFF-LA-10002312,Avery 490,Consumer,06/04/18,Second Class,Shipped Late,California,Labels,0.00%,$15,2,$30
Office Supplies,KM-16720,01/04/18,US-2018-157021,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Consumer,06/04/18,Second Class,Shipped Late,California,Binders,20.00%,$6,4,$17
Furniture,CA-12265,14/09/19,CA-2019-120362,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Consumer,19/09/19,Standard Class,Shipped Early,Utah,Tables,0.00%,$119,5,$913
Office Supplies,VD-21670,04/08/18,CA-2018-126361,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Consumer,09/08/18,Second Class,Shipped Late,Utah,Appliances,0.00%,$305,3,"$1,090"
Office Supplies,VD-21670,04/08/18,CA-2018-126361,OFF-PA-10000806,Xerox 1934,Consumer,09/08/18,Second Class,Shipped Late,Utah,Paper,0.00%,$219,8,$448
Office Supplies,VD-21670,04/08/18,CA-2018-126361,OFF-AR-10000896,Newell 329,Consumer,09/08/18,Second Class,Shipped Late,Utah,Art,0.00%,$4,5,$16
Technology,VD-21670,04/08/18,CA-2018-126361,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Consumer,09/08/18,Second Class,Shipped Late,Utah,Phones,20.00%,$35,5,$400
Office Supplies,VD-21670,04/08/18,CA-2018-126361,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Consumer,09/08/18,Second Class,Shipped Late,Utah,Storage,0.00%,$8,5,$159
Office Supplies,VD-21670,04/08/18,CA-2018-126361,OFF-BI-10002852,Ibico Standard Transparent Covers,Consumer,09/08/18,Second Class,Shipped Late,Utah,Binders,20.00%,$5,1,$13
Furniture,JK-16120,03/09/20,US-2020-100566,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Home Office,09/09/20,Standard Class,Shipped On Time,Illinois,Furnishings,60.00%,-$90,3,$84
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Storage,0.00%,$2,1,$81
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-PA-10001289,White Computer Printout Paper by Universal,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Paper,0.00%,$171,9,$349
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Fasteners,0.00%,$0,5,$9
Furniture,PP-18955,05/02/20,US-2020-108504,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Furnishings,0.00%,$7,3,$19
Furniture,PP-18955,05/02/20,US-2020-108504,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Bookcases,0.00%,$53,2,$240
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Envelopes,0.00%,$79,2,$168
Technology,PP-18955,05/02/20,US-2020-108504,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Phones,0.00%,$28,3,$105
Technology,PP-18955,05/02/20,US-2020-108504,TEC-PH-10003645,Aastra 57i VoIP phone,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Phones,0.00%,$126,3,$485
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Paper,0.00%,$60,3,$123
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Storage,0.00%,$2,3,$154
Office Supplies,PP-18955,05/02/20,US-2020-108504,OFF-PA-10003892,Xerox 1943,Home Office,05/02/20,Same Day,Shipped On Time,Georgia,Paper,0.00%,$161,7,$342
Office Supplies,YS-21880,03/07/21,CA-2021-124828,OFF-AR-10003514,4009 Highlighters by Sanford,Corporate,04/07/21,First Class,Shipped On Time,North Carolina,Art,20.00%,$2,3,$10
Furniture,CK-12760,09/10/21,US-2021-117247,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Corporate,14/10/21,Standard Class,Shipped Early,Illinois,Tables,50.00%,-$431,5,$652
Furniture,CK-12760,09/10/21,US-2021-117247,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Corporate,14/10/21,Standard Class,Shipped Early,Illinois,Tables,50.00%,-$43,3,$67
Office Supplies,NC-18340,24/11/20,CA-2020-124485,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Consumer,26/11/20,First Class,Shipped Late,New York,Binders,20.00%,$6,4,$17
Office Supplies,NC-18340,24/11/20,CA-2020-124485,OFF-PA-10004971,Xerox 196,Consumer,26/11/20,First Class,Shipped Late,New York,Paper,0.00%,$6,2,$12
Technology,NC-18340,24/11/20,CA-2020-124485,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,26/11/20,First Class,Shipped Late,New York,Accessories,0.00%,$11,4,$88
Office Supplies,NC-18340,24/11/20,CA-2020-124485,OFF-PA-10004888,Xerox 217,Consumer,26/11/20,First Class,Shipped Late,New York,Paper,0.00%,$3,1,$6
Technology,KM-16375,01/11/20,CA-2020-159212,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Home Office,05/11/20,Standard Class,Shipped Early,Virginia,Phones,0.00%,$6,2,$22
Office Supplies,KM-16375,01/11/20,CA-2020-159212,OFF-EN-10002230,Airmail Envelopes,Home Office,05/11/20,Standard Class,Shipped Early,Virginia,Envelopes,0.00%,$118,3,$252
Furniture,GM-14455,19/04/20,US-2020-161396,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Home Office,25/04/20,Standard Class,Shipped On Time,Ohio,Tables,40.00%,-$58,2,$205
Office Supplies,GM-14455,19/04/20,US-2020-161396,OFF-PA-10000418,Xerox 189,Home Office,25/04/20,Standard Class,Shipped On Time,Ohio,Paper,20.00%,$147,5,$419
Office Supplies,SD-20485,06/04/18,US-2018-118486,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Home Office,08/04/18,First Class,Shipped Late,Pennsylvania,Supplies,20.00%,-$2,1,$10
Furniture,SD-20485,06/04/18,US-2018-118486,FUR-TA-10001039,KI Adjustable-Height Table,Home Office,08/04/18,First Class,Shipped Late,Pennsylvania,Tables,40.00%,-$36,3,$155
Technology,SD-20485,06/04/18,US-2018-118486,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Home Office,08/04/18,First Class,Shipped Late,Pennsylvania,Accessories,20.00%,$22,2,$117
Office Supplies,KD-16270,02/09/20,CA-2020-130407,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Consumer,06/09/20,Standard Class,Shipped Early,New York,Art,0.00%,$20,2,$75
Furniture,KD-16270,02/09/20,CA-2020-130407,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Consumer,06/09/20,Standard Class,Shipped Early,New York,Furnishings,0.00%,$10,2,$40
Furniture,AB-10105,25/09/20,US-2020-122245,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Consumer,30/09/20,Standard Class,Shipped Early,Arizona,Tables,50.00%,-$204,3,$393
Office Supplies,SZ-20035,04/11/21,CA-2021-105144,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Home Office,11/11/21,Standard Class,Shipped Late,Texas,Labels,20.00%,$9,2,$24
Furniture,JD-15895,09/07/20,CA-2020-136329,FUR-CH-10002335,Hon GuestStacker Chair,Corporate,13/07/20,Standard Class,Shipped Early,New York,Chairs,10.00%,$73,2,$408
Furniture,JD-15895,09/07/20,CA-2020-136329,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Corporate,13/07/20,Standard Class,Shipped Early,New York,Furnishings,0.00%,$15,4,$165
Office Supplies,HA-14905,30/06/18,CA-2018-146640,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Consumer,05/07/18,Standard Class,Shipped Early,New York,Binders,20.00%,$109,7,$335
Technology,BT-11305,28/01/21,CA-2021-115994,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Home Office,31/01/21,Second Class,Shipped On Time,California,Accessories,0.00%,$26,3,$240
Furniture,BT-11305,28/01/21,CA-2021-115994,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Home Office,31/01/21,Second Class,Shipped On Time,California,Furnishings,0.00%,$13,3,$38
Technology,SV-20815,21/09/19,CA-2019-126697,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Corporate,24/09/19,First Class,Shipped Late,Texas,Phones,20.00%,$118,7,$946
Technology,SV-20815,21/09/19,CA-2019-126697,TEC-AC-10004353,Hypercom P1300 Pinpad,Corporate,24/09/19,First Class,Shipped Late,Texas,Accessories,20.00%,$32,3,$151
Furniture,SV-20815,21/09/19,CA-2019-126697,FUR-FU-10001706,Longer-Life Soft White Bulbs,Corporate,24/09/19,First Class,Shipped Late,Texas,Furnishings,60.00%,-$1,4,$5
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-PA-10000501,Petty Cash Envelope,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Paper,20.00%,$31,4,$86
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Binders,70.00%,-$48,2,$73
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Appliances,20.00%,$14,2,$61
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Binders,70.00%,-$59,9,$77
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Storage,20.00%,-$1,6,$120
Technology,RW-19540,26/09/19,CA-2019-124800,TEC-PH-10001750,Samsung Rugby III,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Phones,20.00%,$23,5,$264
Office Supplies,RW-19540,26/09/19,CA-2019-124800,OFF-ST-10002743,SAFCO Boltless Steel Shelving,Corporate,30/09/19,Standard Class,Shipped Early,Arizona,Storage,20.00%,-$86,4,$364
Office Supplies,DK-12835,31/10/19,US-2019-164448,OFF-BI-10002949,Prestige Round Ring Binders,Corporate,04/11/19,Second Class,Shipped Late,California,Binders,20.00%,$3,2,$10
Office Supplies,DK-12835,31/10/19,US-2019-164448,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Corporate,04/11/19,Second Class,Shipped Late,California,Envelopes,0.00%,$7,5,$15
Office Supplies,DK-12835,31/10/19,US-2019-164448,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Corporate,04/11/19,Second Class,Shipped Late,California,Binders,20.00%,$9,5,$30
Office Supplies,DK-12835,31/10/19,US-2019-164448,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Corporate,04/11/19,Second Class,Shipped Late,California,Labels,0.00%,$197,14,$427
Technology,LT-17110,26/11/21,CA-2021-122700,TEC-PH-10003092,Motorola L804,Consumer,30/11/21,Standard Class,Shipped Early,Ohio,Phones,40.00%,-$40,8,$221
Office Supplies,IM-15070,19/12/18,CA-2018-120768,OFF-BI-10001191,Canvas Sectional Post Binders,Consumer,21/12/18,Second Class,Shipped Early,Alabama,Binders,0.00%,$75,6,$153
Office Supplies,IM-15070,19/12/18,CA-2018-120768,OFF-SU-10004115,Acme Stainless Steel Office Snips,Consumer,21/12/18,Second Class,Shipped Early,Alabama,Supplies,0.00%,$2,1,$7
Furniture,IM-15070,19/12/18,CA-2018-120768,FUR-CH-10000513,High-Back Leather Manager's Chair,Consumer,21/12/18,Second Class,Shipped Early,Alabama,Chairs,0.00%,$164,14,"$1,820"
Office Supplies,FP-14320,26/12/20,US-2020-153129,OFF-PA-10003673,Strathmore Photo Mount Cards,Consumer,30/12/20,Standard Class,Shipped Early,Washington,Paper,0.00%,$16,5,$34
Office Supplies,ST-20530,20/06/21,CA-2021-106852,OFF-PA-10001639,Xerox 203,Consumer,27/06/21,Standard Class,Shipped Late,Ohio,Paper,20.00%,$11,6,$31
Office Supplies,ST-20530,20/06/21,CA-2021-106852,OFF-AR-10003829,Newell 35,Consumer,27/06/21,Standard Class,Shipped Late,Ohio,Art,20.00%,$1,2,$5
Technology,JE-15745,15/10/19,CA-2019-139731,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Consumer,15/10/19,Same Day,Shipped On Time,Texas,Accessories,20.00%,$43,3,$264
Furniture,JE-15745,15/10/19,CA-2019-139731,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Consumer,15/10/19,Same Day,Shipped On Time,Texas,Chairs,30.00%,-$350,5,"$2,453"
Office Supplies,BD-11320,12/04/21,CA-2021-122735,OFF-BI-10004364,Storex Dura Pro Binders,Consumer,15/04/21,Second Class,Shipped On Time,Rhode Island,Binders,0.00%,$13,5,$30
Office Supplies,BD-11320,12/04/21,CA-2021-122735,OFF-PA-10001712,Xerox 1948,Consumer,15/04/21,Second Class,Shipped On Time,Rhode Island,Paper,0.00%,$18,4,$40
Office Supplies,MM-17920,19/12/21,CA-2021-128160,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Consumer,24/12/21,Second Class,Shipped Late,California,Binders,20.00%,$11,2,$37
Office Supplies,PW-19030,05/08/21,CA-2021-117695,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Corporate,08/08/21,First Class,Shipped Late,Kentucky,Paper,0.00%,$6,2,$14
Office Supplies,SC-20440,01/10/19,CA-2019-166135,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Corporate,06/10/19,Standard Class,Shipped Early,Colorado,Storage,20.00%,$17,4,$139
Technology,KL-16645,23/05/20,CA-2020-133725,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Consumer,28/05/20,Standard Class,Shipped Early,Illinois,Phones,20.00%,$148,9,"$1,980"
Office Supplies,SD-20485,13/06/21,CA-2021-102337,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Home Office,16/06/21,First Class,Shipped Late,Illinois,Storage,20.00%,-$39,4,$165
Furniture,SD-20485,13/06/21,CA-2021-102337,FUR-CH-10004289,Global Super Steno Chair,Home Office,16/06/21,First Class,Shipped Late,Illinois,Chairs,30.00%,-$87,7,$470
Technology,SD-20485,13/06/21,CA-2021-102337,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Home Office,16/06/21,First Class,Shipped Late,Illinois,Phones,20.00%,$6,2,$48
Office Supplies,TS-21160,23/04/18,US-2018-112564,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Corporate,24/04/18,First Class,Shipped On Time,Pennsylvania,Binders,70.00%,-$2,3,$3
Technology,JB-15400,01/05/19,CA-2019-145821,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Corporate,07/05/19,Standard Class,Shipped On Time,California,Phones,20.00%,$11,3,$89
